id	region	population	sex	age	education	income	statusquo	vote
1683	SA	250000	M	28	S	15000	-1.02236	Y
1685	SA	250000	M	36	PS	15000	-1.15236	N
1688	SA	250000	F	22	S	NA	-1.01895	N
1689	SA	250000	M	38	PS	35000	-0.50707	N
1692	SA	250000	F	52	S	15000	-1.10692	N
1693	SA	250000	F	21	PS	15000	-0.89847	N
1694	SA	250000	F	23	PS	35000	-1.29617	N
1695	SA	250000	M	36	S	75000	1.25914	Y
1696	SA	250000	M	65	P	35000	1.55312	Y
1699	SA	250000	F	32	P	2500	1.29311	Y
1701	SA	250000	F	44	PS	125000	1.47615	Y
1702	SA	250000	M	57	P	35000	-1.29617	N
1703	SA	250000	M	50	P	15000	0.6546	Y
1705	SA	250000	F	20	PS	35000	0.88345	Y
1707	SA	250000	F	33	S	35000	0.94201	Y
1708	SA	250000	M	20	S	35000	0.42371	N
1709	SA	250000	M	36	S	35000	0.35407	Y
1710	SA	250000	M	70	S	15000	1.4103	Y
1711	SA	250000	M	67	P	7500	-1.07308	N
1713	SA	250000	M	37	S	15000	-0.92721	N
1714	SA	250000	F	26	S	15000	1.36523	Y
1715	SA	250000	F	39	S	15000	0.63292	Y
1716	SA	250000	M	45	P	15000	-0.68375	N
1717	SA	250000	M	24	PS	35000	1.47164	Y
1719	SA	250000	F	45	P	15000	-1.26247	N
1720	SA	250000	M	50	P	7500	-1.29617	N
1723	SA	250000	M	35	PS	75000	-0.8322	N
1724	SA	250000	M	28	S	15000	1.37129	Y
1725	SA	250000	M	47	P	7500	-1.29617	N
1726	SA	250000	M	21	S	15000	-1.04205	N
1728	SA	250000	F	39	P	35000	-1.17235	N
1729	SA	250000	F	20	PS	35000	-0.04348	N
1730	SA	250000	M	63	P	15000	1.5877	Y
1731	SA	250000	M	32	S	2500	-0.6265	N
1733	SA	250000	F	43	P	15000	1.33205	Y
1734	SA	250000	M	30	S	35000	1.24611	Y
1735	SA	250000	F	20	S	15000	1.4186	Y
1738	SA	250000	M	27	PS	35000	-0.76483	N
1739	SA	250000	F	20	P	7500	0.96737	Y
1741	SA	250000	F	24	S	7500	-1.29617	N
1742	SA	250000	F	49	P	35000	-1.06985	N
1744	SA	250000	M	18	S	35000	0.27038	N
1749	SA	250000	M	37	PS	35000	-0.55383	N
1750	SA	250000	F	22	S	75000	1.40347	Y
1759	SA	250000	M	36	S	15000	-1.1854	N
1760	SA	250000	F	60	P	35000	0.3834	Y
1764	SA	250000	F	47	P	15000	0.83048	Y
1765	SA	250000	M	43	S	35000	-0.1826	N
1767	SA	250000	M	57	P	7500	-1.29617	N
1769	SA	250000	M	25	S	35000	-1.29617	N
1770	SA	250000	F	44	P	15000	1.32555	Y
1773	SA	250000	M	24	S	15000	0.72708	Y
1776	SA	250000	F	19	PS	35000	-0.82327	N
1778	SA	250000	M	18	S	15000	-1.25656	N
1779	SA	250000	F	38	P	15000	-1.29617	N
1781	SA	250000	F	69	P	15000	1.25678	Y
1782	SA	250000	M	21	PS	75000	0.28707	Y
1784	SA	250000	M	42	S	35000	-0.62392	Y
1786	SA	250000	M	49	S	35000	1.50986	Y
1791	SA	250000	M	22	S	35000	-0.43626	N
1793	SA	250000	F	18	S	200000	-1.18011	N
1796	SA	250000	F	21	PS	15000	-1.21834	N
1797	SA	250000	M	19	S	7500	-0.8308	N
1799	SA	250000	F	60	P	35000	-0.6809	N
1801	SA	250000	F	20	P	15000	-1.13038	N
1802	SA	250000	F	62	S	75000	1.5877	Y
1803	SA	250000	M	24	S	15000	-0.14715	Y
1804	SA	250000	F	70	P	35000	1.55399	Y
1806	SA	250000	M	21	PS	35000	-1.22285	N
1807	SA	250000	F	50	S	75000	0.22716	Y
1809	SA	250000	F	22	P	75000	-1.12024	N
1811	SA	250000	F	56	S	35000	0.53532	Y
1813	SA	250000	M	22	S	15000	-1.29617	N
1814	SA	250000	F	42	S	35000	0.934	Y
1815	SA	250000	M	53	P	15000	1.4277	Y
1816	SA	250000	F	30	S	15000	-1.26325	N
1817	SA	250000	M	24	PS	200000	-1.00115	N
1819	SA	250000	F	37	S	35000	0.91144	Y
1820	SA	250000	M	55	PS	15000	-1.02974	N
1821	SA	250000	M	41	S	75000	-1.04685	N
1826	SA	250000	M	55	P	15000	-1.16446	N
1833	SA	250000	M	58	P	35000	-1.29617	N
1834	SA	250000	F	30	S	15000	-1.29617	N
1835	SA	250000	F	44	P	7500	-1.2204	N
1836	SA	250000	M	52	P	15000	0.94667	Y
1837	SA	250000	F	30	S	15000	-0.92566	N
1840	SA	250000	M	18	S	15000	1.20547	Y
1843	SA	250000	F	21	S	35000	1.32923	Y
1845	SA	250000	M	58	S	35000	0.12745	Y
1847	SA	250000	M	21	S	35000	-1.11348	N
1850	SA	250000	F	43	P	7500	-1.29617	N
1851	SA	250000	M	30	S	15000	0.66365	N
1852	SA	250000	M	49	S	35000	-0.95176	N
1853	SA	250000	F	54	P	2500	-0.25607	Y
1862	SA	250000	F	23	PS	75000	0.17177	Y
1864	SA	250000	M	60	P	35000	1.5877	Y
1868	SA	250000	F	38	P	35000	-0.71844	Y
1870	SA	250000	M	40	S	35000	-1.29617	N
1872	SA	250000	F	49	P	35000	0.90167	Y
1873	SA	250000	M	43	PS	75000	1.33092	Y
1874	SA	250000	F	34	PS	75000	-1.22424	N
1876	SA	250000	M	18	S	35000	-1.30351	N
1878	SA	250000	F	68	NA	7500	0.88202	Y
1879	SA	250000	M	52	S	7500	1.19812	Y
1880	SA	250000	M	55	S	2500	-1.29617	N
1881	SA	250000	M	23	S	15000	-1.29617	N
1882	SA	250000	M	38	P	15000	-1.19739	N
1884	SA	250000	F	46	P	7500	-0.98023	N
1885	SA	250000	F	33	P	7500	-1.12528	N
1887	SA	250000	M	21	S	35000	0.60084	Y
1888	SA	250000	M	49	P	15000	1.35626	Y
1889	SA	250000	F	21	P	15000	1.19147	Y
1890	SA	250000	F	56	P	7500	0.38583	Y
1892	SA	250000	M	18	S	15000	1.02608	Y
1895	SA	250000	M	37	S	35000	-1.29617	N
1898	SA	250000	M	22	S	7500	0.87797	N
1899	SA	250000	F	26	S	15000	0.12779	Y
1900	SA	250000	M	51	P	15000	1.47784	Y
1901	SA	250000	F	56	P	15000	-1.29617	N
1904	SA	250000	M	45	S	15000	-1.21834	N
1907	SA	250000	M	53	P	15000	-1.18011	N
1908	SA	250000	M	63	P	35000	-1.29617	N
1909	SA	250000	F	25	S	7500	1.43653	Y
1910	SA	250000	F	40	P	2500	-1.30469	N
1911	SA	250000	F	54	P	7500	-1.21834	N
1912	SA	250000	F	62	P	35000	0.88557	Y
1914	SA	250000	M	26	S	15000	-0.71001	N
1915	SA	250000	M	61	P	7500	1.01062	Y
1916	SA	250000	F	67	NA	15000	1.05155	Y
1918	SA	250000	M	22	P	7500	-0.04564	Y
1919	SA	250000	M	21	S	15000	-1.29617	N
1920	SA	250000	F	59	P	7500	-0.17956	Y
1923	SA	250000	F	61	P	7500	0.54606	Y
1925	SA	250000	M	27	S	35000	0.13241	Y
1926	SA	250000	M	60	P	15000	0.55837	Y
1930	SA	250000	M	56	P	35000	0.41755	Y
1931	SA	250000	F	45	S	15000	0.89367	Y
1932	SA	250000	F	18	S	35000	0.43887	Y
1935	SA	250000	M	51	P	7500	-1.29617	N
1936	SA	250000	M	32	S	15000	-0.84836	N
1937	SA	250000	M	70	P	35000	0.72449	Y
1938	SA	250000	F	20	S	15000	1.00364	Y
1939	SA	250000	F	46	S	7500	-0.42243	N
1940	SA	250000	F	55	P	35000	-0.55903	N
1942	SA	250000	F	28	S	15000	-1.29617	N
1944	SA	250000	M	23	PS	35000	-1.30351	N
1948	SA	250000	F	47	S	15000	-1.22502	N
1950	SA	250000	M	18	S	75000	-1.06848	N
1952	SA	250000	F	48	P	35000	0.58275	Y
1953	SA	250000	F	18	S	35000	-1.29617	N
1956	SA	250000	M	27	S	7500	-1.34392	N
1957	SA	250000	M	48	P	35000	-1.19504	N
1962	SA	250000	M	49	S	125000	-1.25795	N
1963	SA	250000	F	43	S	35000	0.25319	Y
1964	SA	250000	F	19	S	75000	1.35136	Y
1965	SA	250000	M	24	S	35000	-1.15762	N
1966	SA	250000	M	49	PS	35000	-1.14049	N
1967	SA	250000	M	24	PS	75000	-0.96014	N
1968	SA	250000	M	56	S	75000	-1.10273	N
1969	SA	250000	F	47	P	15000	1.54808	Y
1971	SA	250000	M	45	PS	35000	-1.04016	N
1973	SA	250000	F	26	S	15000	-1.14952	N
1975	SA	250000	M	20	S	35000	-1.07386	N
1976	SA	250000	F	26	S	125000	0.30352	Y
1978	SA	250000	M	41	S	15000	-1.29617	N
1980	SA	250000	F	42	S	75000	-1.25656	N
1981	SA	250000	F	44	P	2500	-1.29617	N
1982	SA	250000	M	36	P	7500	-1.29617	N
1985	SA	250000	M	27	S	15000	-0.37315	N
1986	SA	250000	M	24	PS	15000	-0.65961	N
1987	SA	250000	F	30	S	35000	1.24478	Y
1989	SA	250000	M	47	P	35000	-0.98792	N
1990	SA	250000	F	55	P	15000	-0.10726	Y
1991	SA	250000	F	54	P	7500	-1.29617	N
1995	SA	250000	M	56	P	35000	-0.40479	Y
1997	SA	250000	F	43	P	7500	-1.29617	N
1998	SA	250000	M	68	P	7500	-0.70372	N
2000	SA	250000	M	33	S	35000	-1.14049	N
2003	SA	250000	M	33	S	15000	-0.10246	Y
2005	SA	250000	M	62	S	35000	-0.96901	N
2006	SA	250000	F	20	S	35000	-1.29617	N
2007	SA	250000	M	58	PS	35000	-1.29617	N
2008	SA	250000	M	22	PS	35000	-1.1517	N
2009	SA	250000	M	37	S	35000	-1.03486	N
2010	SA	250000	F	42	S	35000	-1.29617	N
2011	SA	250000	F	36	S	35000	0.5922	Y
2013	SA	250000	M	62	S	75000	1.29875	Y
2016	SA	250000	M	33	PS	75000	-0.86276	N
2017	SA	250000	M	45	S	35000	1.19997	Y
2018	SA	250000	M	60	S	35000	1.5877	Y
2019	SA	250000	F	27	S	7500	-1.29617	N
2020	SA	250000	F	50	S	75000	1.5877	Y
2025	SA	250000	M	28	S	7500	-1.29617	N
2026	SA	250000	M	63	P	35000	1.18876	Y
2030	SA	250000	M	24	PS	35000	1.41464	Y
2041	SA	250000	F	43	P	7500	0.13591	Y
2043	SA	250000	M	60	P	35000	-0.88715	N
2045	SA	250000	M	23	P	7500	-1.10367	N
2046	SA	250000	F	60	P	2500	0.36597	Y
2047	SA	250000	M	19	S	15000	-1.29617	N
2049	SA	250000	M	38	P	15000	-0.40009	N
2050	SA	250000	M	37	S	7500	-0.66692	N
2051	SA	250000	M	35	P	15000	-1.29617	N
2052	SA	250000	M	59	S	35000	-1.29617	N
2054	SA	250000	F	68	P	2500	-1.04685	N
2056	SA	250000	M	25	S	15000	0.4566	Y
2057	SA	250000	F	28	P	7500	-1.29617	N
2058	SA	250000	F	45	P	15000	-0.42882	N
2062	SA	250000	F	46	S	35000	-1.29617	N
2063	SA	250000	M	68	S	15000	1.5877	Y
2066	SA	250000	M	25	PS	35000	1.36539	Y
2070	SA	250000	F	61	S	35000	-1.29617	N
2072	SA	250000	M	62	P	35000	-1.21834	N
2073	SA	250000	F	40	P	15000	1.5877	Y
2074	SA	250000	F	21	PS	35000	-1.72594	N
2076	SA	250000	F	25	P	7500	1.51869	Y
2078	SA	250000	F	40	P	7500	1.5877	Y
2079	SA	250000	F	43	S	2500	0.80245	N
2081	SA	250000	F	35	S	35000	1.1425	Y
2082	SA	250000	M	67	P	NA	1.3811	Y
2083	SA	250000	F	23	PS	35000	1.51515	Y
2084	SA	250000	F	39	P	75000	0.3898	Y
2085	SA	250000	M	18	PS	75000	1.40042	Y
2086	SA	250000	M	54	S	35000	1.46885	Y
2089	SA	250000	M	42	S	125000	-1.2105	N
2090	SA	250000	F	42	S	7500	-0.93171	N
2091	SA	250000	F	60	P	7500	1.37276	Y
2093	SA	250000	M	60	P	7500	0.09968	Y
2094	SA	250000	M	20	P	15000	-1.10678	N
2095	SA	250000	M	25	P	7500	-1.07069	N
2096	SA	250000	M	30	P	7500	0.99912	Y
2097	SA	250000	F	35	S	15000	-0.24978	N
2098	SA	250000	M	65	P	35000	-0.97492	N
2100	SA	250000	F	50	S	75000	0.15413	Y
2102	SA	250000	M	24	P	15000	-1.26247	N
2106	SA	250000	F	23	P	7500	0.87023	Y
2108	SA	250000	M	45	P	35000	0.20171	Y
2109	SA	250000	F	40	S	35000	-1.29617	N
2110	SA	250000	F	66	P	35000	-1.29617	N
2111	SA	250000	M	60	P	75000	1.55399	Y
2114	SA	250000	M	31	S	15000	1.16822	Y
2116	SA	250000	M	24	S	15000	-0.67418	Y
2117	SA	250000	M	59	P	35000	1.27849	Y
2118	SA	250000	F	29	S	75000	1.40361	Y
2122	SA	250000	F	23	S	35000	-1.15795	N
2123	SA	250000	M	70	P	7500	-1.25795	N
2124	SA	250000	M	34	PS	35000	-1.21777	N
2126	SA	250000	F	23	PS	15000	-1.14049	N
2127	SA	250000	M	18	S	35000	-1.25795	N
2128	SA	250000	F	46	NA	15000	-1.29617	N
2131	SA	250000	F	23	P	7500	-0.26963	N
2133	SA	250000	M	18	S	7500	-0.79979	Y
2134	SA	250000	M	43	P	75000	1.44541	Y
2137	SA	250000	F	23	S	35000	-1.16369	N
2139	SA	250000	M	37	P	15000	0.50129	N
2140	SA	250000	M	24	S	35000	1.25589	Y
2141	SA	250000	F	40	P	35000	-0.97614	N
2142	SA	250000	F	35	P	7500	1.54808	Y
2143	SA	250000	M	27	S	7500	0.19955	N
2144	SA	250000	M	45	P	35000	1.51515	Y
2149	SA	250000	F	46	P	15000	0.96365	Y
2151	SA	250000	F	25	S	15000	1.05131	Y
2152	SA	250000	M	18	S	15000	-0.88433	N
2155	SA	250000	M	46	P	15000	-1.1008	N
2156	SA	250000	F	20	P	7500	-1.21974	N
2159	SA	250000	F	55	P	2500	-1.19286	N
2163	SA	250000	M	38	P	35000	-1.21834	N
2164	SA	250000	M	55	P	35000	-1.21834	N
2165	SA	250000	M	18	S	35000	1.12067	Y
2167	SA	250000	F	40	P	35000	0.33514	Y
2168	SA	250000	M	21	S	35000	-1.21834	N
2169	SA	250000	M	49	P	15000	-1.21834	N
2170	SA	250000	M	37	S	15000	-1.04094	Y
2172	SA	250000	M	36	S	15000	-1.18151	N
2173	SA	250000	F	24	S	7500	-1.29617	N
2174	SA	250000	M	25	PS	15000	-0.91941	N
2175	SA	250000	F	58	P	7500	1.5368	Y
2176	SA	250000	F	54	S	35000	1.47476	Y
2177	SA	250000	M	53	S	35000	-1.0444	N
2178	SA	250000	F	20	S	NA	-1.05006	N
2179	SA	250000	M	19	S	35000	-1.14719	N
2180	SA	250000	M	59	P	35000	0.20745	Y
2181	SA	250000	F	36	P	35000	-1.17871	N
2182	SA	250000	F	31	S	15000	0.93119	Y
2187	SA	250000	F	45	P	15000	-1.29617	N
2188	SA	250000	M	18	S	35000	1.23212	Y
2189	SA	250000	M	38	P	15000	1.29875	Y
2193	SA	250000	F	39	P	15000	-0.76404	N
2194	SA	250000	M	65	P	2500	1.54947	Y
2196	SA	250000	M	39	P	15000	-0.45208	N
2197	SA	250000	F	27	S	15000	-1.29617	N
2200	SA	250000	M	18	S	15000	-0.42745	N
2201	SA	250000	M	27	PS	75000	-1.17723	N
2204	SA	250000	M	36	PS	75000	1.44593	Y
2206	SA	250000	F	28	S	15000	-0.60491	Y
2207	SA	250000	F	33	PS	35000	-0.67038	N
2208	SA	250000	F	51	P	35000	1.3309	Y
2209	SA	250000	M	51	PS	35000	-1.02895	N
2210	SA	250000	M	22	PS	15000	-0.55476	N
2212	SA	250000	F	36	P	7500	-0.39733	N
2213	SA	250000	F	45	S	35000	-1.29617	N
2214	SA	250000	M	21	P	7500	-1.29617	N
2215	SA	250000	M	38	P	7500	-1.14103	N
2216	SA	250000	F	28	PS	7500	-0.90906	N
2219	SA	250000	F	40	S	15000	-1.29617	N
2220	SA	250000	M	22	PS	15000	-1.2307	N
2222	SA	250000	M	28	PS	125000	-1.29617	N
2223	SA	250000	M	53	P	NA	1.40039	Y
2229	SA	250000	M	51	S	35000	1.53157	Y
2231	SA	250000	M	68	S	200000	1.48145	Y
2232	SA	250000	M	63	S	35000	1.3368	Y
2235	SA	250000	M	22	PS	35000	-0.92939	N
2236	SA	250000	M	19	S	125000	-1.04221	N
2238	SA	250000	F	21	S	35000	-0.79353	N
2239	SA	250000	M	40	PS	75000	1.5877	Y
2242	SA	250000	F	29	S	15000	-1.25656	N
2244	SA	250000	M	60	S	75000	-1.10502	N
2246	SA	250000	F	62	P	15000	1.5877	Y
2247	SA	250000	F	24	PS	35000	-1.29617	N
2248	SA	250000	M	25	PS	7500	-1.21974	N
2252	SA	250000	M	68	S	35000	-1.25795	N
2253	SA	250000	F	26	S	35000	-1.10757	N
2254	SA	250000	M	57	S	75000	1.40361	Y
2255	SA	250000	M	19	S	15000	-1.25795	N
2256	SA	250000	F	22	S	35000	-0.44948	N
2257	SA	250000	F	54	P	15000	-1.14049	N
2258	SA	250000	F	67	S	7500	-0.11911	N
2259	SA	250000	M	65	P	75000	-1.08055	N
2261	SA	250000	F	46	S	15000	1.01625	Y
2262	SA	250000	F	55	S	75000	-1.29617	N
2263	SA	250000	F	20	S	35000	-1.25795	N
2264	SA	250000	M	45	S	15000	0.57007	Y
2265	SA	250000	M	29	S	15000	-1.18323	N
2266	SA	250000	M	36	S	7500	-1.29617	N
2267	SA	250000	F	64	P	35000	-1.29617	N
2268	SA	250000	M	20	S	15000	-0.81078	N
2269	SA	250000	F	67	P	7500	-0.99558	N
2270	SA	250000	F	27	S	15000	-1.29617	N
2271	SA	250000	M	59	P	7500	-1.29617	N
2272	SA	250000	M	25	PS	35000	-1.18011	N
2273	SA	250000	F	23	PS	35000	-1.29617	N
2275	SA	250000	F	48	S	75000	-1.14579	N
2276	SA	250000	F	28	S	15000	-0.78735	Y
2278	SA	250000	M	45	S	15000	-1.14049	N
2279	SA	250000	M	26	S	15000	-0.9353	N
2280	SA	250000	F	37	P	35000	-1.18011	N
2281	SA	250000	F	24	S	35000	0.13025	N
2283	SA	250000	F	38	PS	35000	-1.14049	N
2286	SA	250000	M	36	PS	125000	-1.02263	N
2290	SA	250000	F	37	PS	35000	-1.29617	N
2291	SA	250000	M	42	P	15000	-1.23032	N
2294	SA	250000	F	57	P	35000	1.32047	Y
2295	SA	250000	M	47	P	35000	-1.21834	N
2296	SA	250000	F	45	S	7500	-1.04094	N
2297	SA	250000	F	20	S	35000	-1.29617	N
2299	SA	250000	M	47	P	35000	-1.14049	N
2300	SA	250000	M	22	S	35000	-1.21834	N
2303	SA	250000	M	24	P	35000	-1.29617	N
2306	SA	250000	F	19	S	15000	-0.68396	N
2307	SA	250000	M	43	P	35000	-1.105	N
2308	SA	250000	M	24	P	15000	-1.29617	N
2309	SA	250000	F	58	P	15000	-0.16141	Y
2311	SA	250000	F	30	S	75000	-0.61249	N
2313	SA	250000	F	37	PS	75000	-0.49725	N
2314	SA	250000	M	65	S	75000	0.61694	Y
2315	SA	250000	M	26	S	75000	-0.90783	N
2316	SA	250000	F	69	S	75000	1.5877	Y
2318	SA	250000	M	21	PS	75000	0.82279	Y
2319	SA	250000	F	30	S	125000	0.86028	Y
2320	SA	250000	M	62	S	125000	1.54808	Y
2322	SA	250000	M	30	S	75000	0.4505	N
2323	SA	250000	M	40	PS	35000	-1.07812	N
2324	SA	250000	F	26	PS	125000	-1.21834	N
2326	SA	250000	M	50	PS	35000	-0.89595	N
2327	SA	250000	M	21	S	15000	-0.42948	N
2328	SA	250000	F	39	S	15000	1.5877	Y
2329	SA	250000	F	18	S	200000	-1.21834	N
2330	SA	250000	M	51	S	125000	-0.77762	N
2332	SA	250000	M	52	P	15000	-1.29617	N
2334	SA	250000	M	20	S	15000	-0.57538	Y
2335	SA	250000	F	29	S	35000	-1.23667	N
2338	SA	250000	M	39	P	35000	-1.29617	N
2340	SA	250000	M	18	S	75000	0.12997	Y
2341	SA	250000	F	44	S	125000	0.59566	Y
2343	SA	250000	F	32	PS	35000	-1.2164	N
2344	SA	250000	M	41	PS	75000	-1.21834	N
2345	SA	250000	F	25	PS	35000	1.47725	Y
2346	SA	250000	F	50	PS	35000	-1.21695	N
2348	SA	250000	M	43	PS	200000	-1.19755	N
2349	SA	250000	M	37	PS	125000	-1.29617	N
2350	SA	250000	F	30	PS	200000	-1.14799	N
2352	SA	250000	F	54	S	200000	-1.07456	N
2353	SA	250000	M	36	PS	15000	-0.79562	N
2354	SA	250000	F	45	PS	125000	-0.89052	N
2355	SA	250000	M	33	PS	35000	0.49274	Y
2356	SA	250000	M	36	S	125000	-1.01959	N
2357	SA	250000	F	25	PS	200000	-0.70916	Y
2358	SA	250000	M	19	S	75000	-0.2023	N
2359	SA	250000	F	51	S	75000	0.79215	Y
2367	SA	250000	M	19	P	15000	0.81038	N
2368	SA	250000	F	59	P	15000	1.17809	Y
2370	SA	250000	F	21	S	7500	-1.28924	N
2371	SA	250000	M	45	P	15000	-0.25284	Y
2372	SA	250000	F	18	S	15000	-1.11716	N
2373	SA	250000	F	39	PS	35000	1.51307	Y
2374	SA	250000	F	56	PS	35000	0.8355	Y
2375	SA	250000	M	25	S	35000	-1.10496	N
2376	SA	250000	M	20	P	7500	-1.14301	N
2377	SA	250000	F	23	P	15000	0.4373	Y
2379	SA	250000	M	52	S	7500	-0.54071	Y
2380	SA	250000	M	37	PS	35000	1.45597	Y
2383	SA	250000	M	25	S	35000	-0.70525	N
2384	SA	250000	M	51	P	15000	1.3991	Y
2388	SA	250000	M	20	S	15000	-0.40275	N
2390	SA	250000	M	70	P	15000	1.48678	Y
2393	SA	250000	F	43	S	15000	-1.21834	N
2394	SA	250000	F	20	S	15000	-0.58372	N
2395	SA	250000	M	34	S	35000	-0.65956	N
2396	SA	250000	M	60	P	2500	0.81317	Y
2398	SA	250000	M	21	S	15000	-0.31678	Y
2399	SA	250000	F	20	S	15000	-1.21974	N
2401	SA	250000	F	62	P	35000	0.19019	Y
2402	SA	250000	F	20	S	35000	-1.25795	N
2403	SA	250000	M	38	S	200000	-0.7933	N
2404	SA	250000	M	20	PS	75000	-1.11878	N
2405	SA	250000	M	35	PS	200000	1.2692	Y
2406	SA	250000	M	18	S	200000	0.53171	N
2408	SA	250000	F	18	S	125000	-1.1464	N
2410	SA	250000	M	42	PS	75000	1.16774	Y
2411	SA	250000	F	27	PS	200000	-1.10282	N
2412	SA	250000	M	32	PS	125000	-1.21974	N
2413	SA	250000	M	63	S	75000	0.49426	N
2414	SA	250000	F	36	PS	75000	0.18235	Y
2415	SA	250000	M	36	S	125000	0.51557	N
2416	SA	250000	M	33	PS	200000	-0.87064	N
2417	SA	250000	M	69	S	125000	1.38413	Y
2418	SA	250000	F	31	S	200000	-0.65985	N
2420	SA	250000	F	42	S	125000	1.55399	Y
2421	SA	250000	F	22	PS	35000	-1.01283	N
2422	SA	250000	F	57	PS	15000	-1.29617	N
2423	SA	250000	F	43	PS	125000	-0.68084	N
2424	SA	250000	M	41	PS	75000	0.91259	Y
2426	SA	250000	M	28	PS	75000	-0.83829	N
2427	SA	250000	F	20	PS	200000	1.40361	Y
2428	SA	250000	F	24	PS	125000	-1.04256	N
2430	SA	250000	M	42	PS	125000	-1.29617	N
2431	SA	250000	M	61	PS	75000	1.55477	Y
2432	SA	250000	M	34	PS	125000	0.54349	N
2433	SA	250000	F	26	PS	200000	0.86287	Y
2434	SA	250000	F	60	PS	200000	1.39831	Y
2435	SA	250000	F	36	PS	200000	1.04278	Y
2437	SA	250000	M	67	PS	200000	1.44244	Y
2438	SA	250000	F	19	PS	NA	-0.2941	Y
2439	SA	250000	F	50	S	200000	1.01542	Y
2440	SA	250000	M	46	PS	200000	0.8246	Y
2442	SA	250000	F	42	PS	35000	-1.10454	N
2443	SA	250000	M	42	PS	NA	1.34448	Y
2444	SA	250000	F	19	S	NA	-0.79884	N
2447	SA	250000	F	46	S	125000	-1.02597	N
2448	SA	250000	F	31	S	75000	-1.21862	N
2450	SA	250000	M	28	PS	200000	1.21705	Y
2451	SA	250000	F	54	PS	15000	0.81109	Y
2452	SA	250000	F	36	PS	200000	-1.29617	N
2453	SA	250000	M	38	PS	NA	1.39381	Y
2457	SA	250000	F	59	P	15000	0.88849	Y
2458	SA	250000	M	22	S	NA	-0.15216	N
2459	SA	250000	F	45	P	7500	0.51627	N
2460	SA	250000	F	24	PS	200000	-1.14049	N
2461	SA	250000	F	47	S	125000	1.07339	Y
2463	SA	250000	M	46	PS	200000	-0.66689	N
2464	SA	250000	F	21	PS	35000	-1.29617	N
2465	SA	250000	F	39	PS	200000	-1.25656	N
2466	SA	250000	F	36	S	75000	-0.94168	N
2467	SA	250000	F	58	S	35000	-0.40122	N
2468	SA	250000	M	53	S	125000	-1.0295	N
2469	SA	250000	F	26	PS	125000	-1.21834	N
2471	SA	250000	M	19	PS	200000	1.51858	Y
2473	SA	250000	M	55	S	200000	1.27096	Y
2474	SA	250000	F	23	PS	200000	0.64011	Y
2475	SA	250000	F	58	S	125000	1.1348	Y
2476	SA	250000	M	60	PS	200000	1.21964	Y
2477	SA	250000	F	68	S	75000	0.84667	Y
2478	SA	250000	F	35	PS	200000	0.7711	Y
2479	SA	250000	M	27	PS	200000	1.29798	Y
2480	SA	250000	F	25	PS	125000	1.39006	Y
2482	SA	250000	M	70	PS	125000	-1.06052	N
2483	SA	250000	M	21	PS	200000	0.43376	Y
2484	SA	250000	F	35	PS	125000	1.15286	Y
2485	SA	250000	F	35	PS	200000	-0.93773	N
2486	SA	250000	M	22	PS	NA	-0.0163	N
2487	SA	250000	F	27	PS	200000	0.97308	Y
2488	SA	250000	F	40	PS	200000	0.94765	N
2490	SA	250000	M	44	PS	200000	0.47231	Y
2491	SA	250000	M	40	P	15000	1.26093	Y
2494	SA	250000	M	29	S	35000	1.47615	Y
2496	SA	250000	M	23	S	15000	-1.29617	N
2498	SA	250000	F	53	P	35000	0.13118	Y
2500	SA	250000	M	44	S	35000	1.43793	Y
2501	SA	250000	M	39	PS	200000	1.33168	Y
2502	SA	250000	M	25	PS	125000	1.32577	Y
2503	SA	250000	F	64	S	35000	1.14675	Y
2505	SA	250000	F	27	PS	125000	0.29437	N
2506	SA	250000	M	33	PS	75000	-1.11336	N
2507	SA	250000	M	59	PS	35000	-0.98643	N
2508	SA	250000	F	57	PS	75000	-0.62986	N
2509	SA	250000	F	28	PS	125000	1.51437	Y
2511	SA	250000	F	65	S	75000	-1.2727	N
2512	SA	250000	F	24	PS	75000	-0.45879	N
2513	SA	250000	M	18	S	125000	0.9846	Y
2514	SA	250000	M	45	PS	200000	1.14072	Y
2515	SA	250000	F	59	S	200000	-0.56959	N
2516	SA	250000	F	36	S	125000	-1.0404	N
2517	SA	250000	M	26	PS	75000	-0.41596	N
2519	SA	250000	F	44	PS	200000	-1.09949	N
2520	SA	250000	M	36	PS	200000	1.24045	Y
2526	SA	250000	M	25	S	35000	-0.50191	N
2527	SA	250000	M	42	PS	35000	-1.29617	N
2531	SA	250000	M	40	S	15000	-1.11196	N
2532	SA	250000	F	18	PS	75000	-0.89384	N
2535	SA	250000	F	70	S	7500	0.63256	Y
2536	SA	250000	M	36	S	35000	1.12501	Y
2537	SA	250000	F	37	S	35000	1.5877	Y
2538	SA	250000	M	32	S	125000	0.6372	Y
2541	SA	250000	F	51	P	7500	1.50846	Y
2543	SA	250000	F	24	P	15000	0.47213	Y
2544	SA	250000	M	67	S	7500	1.54808	Y
2545	SA	250000	M	18	S	NA	1.0616	Y
2551	SA	250000	M	43	PS	15000	-0.73756	N
2552	SA	250000	F	21	PS	7500	-1.15231	N
2553	SA	250000	F	54	P	15000	-1.29617	N
2554	SA	250000	F	57	P	2500	-1.18463	N
2555	SA	250000	M	21	S	NA	-1.29617	N
